iter	Logloss
280	0.1577636759
281	0.1577169441
282	0.1576639288
283	0.1575927281
284	0.1575133829
285	0.1574652353
286	0.1574171977
287	0.1573688044
288	0.157281739
289	0.157198195
290	0.1571401447
291	0.1570708753
292	0.1570190766
293	0.1569348036
294	0.1568802589
295	0.1568339214
296	0.1567864243
297	0.1567443987
298	0.1566720083
299	0.1566017449
300	0.1565385906
301	0.1564938629
302	0.1564454702
303	0.1564101015
304	0.156343683
305	0.1563018841
306	0.1562550522
307	0.1562084839
308	0.1561632972
309	0.1560986659
310	0.1560427019
311	0.1559837936
312	0.1559206745
313	0.1558804529
314	0.1558383951
315	0.155772041
316	0.1557280131
317	0.1556883701
318	0.1556540445
319	0.155618165
320	0.1555668532
321	0.1555154755
322	0.1554748403
323	0.1554239987
324	0.1553868753
325	0.1553433353
326	0.1553109034
327	0.1552820275
328	0.1552507041
329	0.1552155209
330	0.1551758579
331	0.1551252442
332	0.1550765198
333	0.1550315083
334	0.1549956071
335	0.1549552967
336	0.1549232657
337	0.1548592438
338	0.1548215217
339	0.1547675156
340	0.1547248942
341	0.1546663263
342	0.1546277137
343	0.1545688974
344	0.154518104
345	0.1544758536
346	0.1544420139
347	0.1544103897
348	0.154372731
349	0.1543428714
350	0.1543114139
351	0.1542710137
352	0.1542382706
353	0.1541989311
354	0.154144935
355	0.1541061229
356	0.1540746866
357	0.154049482
358	0.1540150228
359	0.1539773173
360	0.1539295551
361	0.1538805731
362	0.153852777
363	0.1538206592
364	0.153784492
365	0.153757852
366	0.1537253889
367	0.1536896844
368	0.1536586242
369	0.1536362911
370	0.1536046304
371	0.1535569064
372	0.1535260568
373	0.1534986486
374	0.1534679169
375	0.1534379287
376	0.1534067203
377	0.1533742261
378	0.1533365475
379	0.153307107
380	0.1532863298
381	0.1532509879
382	0.1532215834
383	0.1531975655
384	0.1531669323
385	0.1531421631
386	0.1531060242
387	0.1530763942
388	0.153044248
389	0.153012053
390	0.1529785284
391	0.1529518423
392	0.1529153898
393	0.1528922836
394	0.1528567553
395	0.1528168064
396	0.1527912671
397	0.1527672496
398	0.1527337716
399	0.1527064955
400	0.1526826488
401	0.1526496594
402	0.1526277863
403	0.1525897228
404	0.1525871775
405	0.1525604964
406	0.1525383575
407	0.1525149609
408	0.1524788352
409	0.152440733
410	0.1524149012
411	0.1523808933
412	0.1523562462
413	0.1523253817
414	0.1523013258
415	0.1522681354
416	0.1522402151
417	0.1522150959
418	0.1521933383
419	0.1521755889
420	0.1521440698
421	0.1521235185
422	0.1520990994
423	0.1520802051
424	0.1520452887
425	0.1520235122
426	0.1519999299
427	0.1519718036
428	0.1519396511
429	0.1519043179
430	0.1518764958
431	0.1518562005
432	0.1518350865
433	0.1518157126
434	0.1517977193
435	0.1517786529
436	0.1517588746
437	0.1517379789
438	0.1517132748
439	0.1516927203
440	0.1516610021
441	0.1516438507
442	0.1516072171
443	0.1515850278
444	0.1515635404
445	0.1515219301
446	0.1514999311
447	0.1514666727
448	0.1514450668
449	0.1514143729
450	0.1513909678
451	0.1513728272
452	0.1513379604
453	0.1513109513
454	0.1512919487
455	0.1512708099
456	0.1512552785
457	0.1512329548
458	0.1512118157
459	0.1511913865
460	0.1511722734
461	0.1511384695
462	0.1511221891
463	0.1510997586
464	0.1510782889
465	0.1510571241
466	0.1510338409
467	0.1510120568
468	0.1509927682
469	0.1509656931
470	0.1509511422
471	0.1509344639
472	0.1509153348
473	0.1508968557
474	0.1508705623
475	0.1508503187
476	0.1508309991
477	0.1508087463
478	0.1507923475
479	0.1507746577
480	0.1507561889
481	0.1507402112
482	0.1507114419
483	0.1506930243
484	0.1506730373
485	0.1506486182
486	0.1506271475
487	0.1506059662
488	0.1505876469
489	0.1505599851
490	0.150543628
491	0.1505196437
492	0.1505055644
493	0.15048611
494	0.1504654309
495	0.1504489947
496	0.1504270314
497	0.1504142705
498	0.1503988619
499	0.1503800046
500	0.1503636127
501	0.1503479654
502	0.1503277278
503	0.1503108725
504	0.1502974574
505	0.150270507
506	0.1502546928
507	0.1502397656
508	0.1502196846
509	0.1502022387
510	0.1501848054
511	0.1501699077
512	0.1501552856
513	0.1501360768
514	0.1501215809
515	0.1500988771
516	0.1500849454
517	0.1500698031
518	0.1500552129
519	0.1500329037
520	0.1500125172
521	0.149994125
522	0.1499695726
523	0.1499546089
524	0.1499322969
525	0.1499106064
526	0.1498940286
527	0.1498813706
528	0.149859051
529	0.1498378302
530	0.1498176815
531	0.1498008614
532	0.1497829616
533	0.1497673206
534	0.1497492557
535	0.1497366535
536	0.1497153686
537	0.1496916513
538	0.1496751397
539	0.1496645051
540	0.1496496714
541	0.1496371318
542	0.1496083039
543	0.1495968774
544	0.1495741775
545	0.1495590977
546	0.1495433597
547	0.1495306165
548	0.149516253
549	0.1495029489
550	0.1494864166
551	0.1494655888
552	0.1494518748
553	0.1494291819
554	0.1494098881
555	0.1493913597
556	0.1493741952
557	0.1493551819
558	0.1493403201
559	0.1493204017
560	0.1493085639
561	0.1492897668
562	0.1492738618
563	0.1492543598
564	0.1492417989
565	0.1492275765
566	0.1492171145
567	0.1492074384
568	0.1491936723
569	0.149175718
570	0.1491595731
571	0.1491434141
572	0.1491271106
573	0.1491115533
574	0.1490977195
575	0.1490823042
576	0.1490646268
577	0.1490473196
578	0.1490324307
579	0.1490152474
580	0.1489931804
581	0.1489764563
582	0.1489642619
583	0.1489513187
584	0.148936593
585	0.1489244264
586	0.1489127142
587	0.1488990747
588	0.148886419
589	0.1488699486
590	0.1488546784
591	0.1488459593
592	0.1488312167
593	0.1488162474
594	0.1487969285
595	0.1487782502
596	0.1487665926
597	0.148744521
598	0.1487303972
599	0.1487222194
600	0.1487072851
601	0.1486916802
602	0.1486776349
603	0.1486667591
604	0.1486521857
605	0.1486353791
606	0.1486209197
607	0.148610862
608	0.1485972689
609	0.1485817686
610	0.1485635918
611	0.1485484268
612	0.1485339425
613	0.1485228458
614	0.1485115485
615	0.1484944203
616	0.1484787162
617	0.148465133
618	0.1484526806
619	0.1484420843
620	0.1484275825
621	0.1484075547
622	0.1483989383
623	0.1483797978
624	0.148368645
625	0.1483592508
626	0.1483401481
627	0.1483285479
628	0.148316747
629	0.1482981188
630	0.148291087
631	0.1482831298
632	0.1482687111
633	0.1482511196
634	0.1482408521
635	0.148230114
636	0.1482133721
637	0.1481944247
638	0.1481820821
639	0.1481662558
640	0.1481538561
641	0.1481376512
642	0.1481262125
643	0.1481107833
644	0.1481000314
645	0.1480829193
646	0.1480670903
647	0.1480562292
648	0.1480432736
649	0.1480289226
650	0.1480189167
651	0.1480104113
652	0.1480012685
653	0.1479864554
654	0.1479781661
655	0.147965702
656	0.1479461482
657	0.147933218
658	0.147918497
659	0.1479023836
660	0.1478950018
661	0.1478816337
662	0.1478738036
663	0.1478635632
664	0.1478441679
665	0.1478324077
666	0.1478177091
667	0.1478082419
668	0.1477960414
669	0.1477778352
670	0.1477707093
671	0.1477575558
672	0.147748463
673	0.1477353183
674	0.1477242173
675	0.1477097834
676	0.1477003798
677	0.1476883557
678	0.1476780179
679	0.1476617608
680	0.1476475912
681	0.1476360974
682	0.1476213015
683	0.1476130574
684	0.1476023058
685	0.1475836062
686	0.147575199
687	0.1475643981
688	0.1475571342
689	0.1475414057
690	0.1475294301
691	0.1475164546
692	0.1475062287
693	0.1474938494
694	0.1474858116
695	0.1474710448
696	0.1474585348
697	0.1474483042
698	0.1474415199
699	0.147428636
700	0.1474168079
701	0.1474011537
702	0.1473844429
703	0.1473701793
704	0.1473588228
705	0.1473521466
706	0.1473403657
707	0.1473271963
708	0.147317755
709	0.1473055121
710	0.1472894957
711	0.1472725058
712	0.1472607124
713	0.1472522689
714	0.1472391493
715	0.1472265106
716	0.1472255607
717	0.1472172243
718	0.1472057954
719	0.1471910097
720	0.1471805427
721	0.1471669596
722	0.147157092
723	0.1471513063
724	0.1471425379
725	0.1471299272
726	0.1471213235
727	0.1471107632
728	0.1470979513
729	0.1470811571
730	0.1470703188
731	0.1470595599
732	0.1470511836
733	0.1470354253
734	0.1470224463
735	0.1470086076
736	0.1469997757
737	0.1469897377
738	0.1469789605
739	0.1469733457
740	0.1469564636
741	0.1469489444
742	0.1469334782
743	0.1469222276
744	0.1469122259
745	0.1469024239
746	0.1468925959
747	0.1468773191
748	0.1468653737
749	0.1468577675
750	0.1468488739
751	0.1468407551
752	0.1468258727
753	0.1468089794
754	0.1467982166
755	0.1467920413
756	0.1467808904
757	0.1467744182
758	0.14676461
759	0.1467520732
760	0.1467455467
761	0.146735943
762	0.1467281246
763	0.1467183302
764	0.1467056389
765	0.1466986887
766	0.1466879528
767	0.1466813746
768	0.1466706483
769	0.1466649937
770	0.1466548655
771	0.1466430259
772	0.1466328385
773	0.1466232372
774	0.1466156454
775	0.1466023123
776	0.1465903583
777	0.1465784438
778	0.146568049
779	0.1465578246
780	0.1465505232
781	0.1465391371
782	0.1465265303
783	0.1465153547
784	0.1465042757
785	0.1464970066
786	0.1464857106
787	0.1464706484
788	0.1464611472
789	0.1464571199
790	0.1464479845
791	0.1464326234
792	0.1464177215
793	0.1464041971
794	0.1463920067
795	0.146384294
796	0.1463730894
797	0.1463644337
798	0.1463514065
799	0.1463378182
800	0.1463272325
801	0.1463195961
802	0.1463116658
803	0.1462985089
804	0.1462923233
805	0.1462883491
806	0.1462828916
807	0.1462691793
808	0.1462604682
809	0.1462521239
810	0.1462396953
811	0.1462310801
812	0.1462202642
813	0.1462078336
814	0.146199104
815	0.1461868643
816	0.1461756525
817	0.146172112
818	0.1461648248
819	0.1461556975
820	0.1461417257
821	0.1461356645
822	0.1461251281
823	0.1461206829
824	0.1461028487
825	0.1460937147
826	0.1460845622
827	0.1460715887
828	0.1460624696
829	0.1460577186
830	0.1460446936
831	0.1460346985
832	0.1460262944
833	0.1460186352
834	0.1460143515
835	0.1460115399
836	0.1460031213
837	0.1459975451
838	0.145985823
839	0.1459795955
840	0.1459680946
841	0.1459561044
842	0.1459481675
843	0.1459387151
844	0.1459320133
845	0.1459197193
846	0.1459137904
847	0.1459046005
848	0.1458948574
849	0.1458793294
850	0.1458654681
851	0.145856623
852	0.1458455438
853	0.1458353232
854	0.1458242379
855	0.1458154324
856	0.1458007962
857	0.1457917015
858	0.1457868119
859	0.145775508
860	0.1457674173
861	0.1457570196
862	0.1457488023
863	0.1457432126
864	0.1457309224
865	0.145729152
866	0.1457247133
867	0.1457169748
868	0.1457052038
869	0.1456980176
870	0.1456865178
871	0.1456861084
872	0.1456784435
873	0.1456658133
874	0.1456548724
875	0.145644481
876	0.1456410224
877	0.1456366796
878	0.1456284382
879	0.145614867
880	0.1456059266
881	0.1455958168
882	0.1455876926
883	0.145581401
884	0.1455742747
885	0.1455647403
886	0.1455544853
887	0.1455473846
888	0.1455389951
889	0.1455321531
890	0.1455203772
891	0.1455116316
892	0.145503509
893	0.1454904847
894	0.1454744123
895	0.1454600241
896	0.1454437344
897	0.1454370603
898	0.1454296735
899	0.1454190642
900	0.1454106597
901	0.1454024573
902	0.1453949124
903	0.1453836563
904	0.1453721532
905	0.1453648571
906	0.1453547087
907	0.1453465678
908	0.1453403215
909	0.1453305817
910	0.1453258183
911	0.1453189734
912	0.1453089423
913	0.1452967798
914	0.1452901922
915	0.1452865785
916	0.145278519
917	0.1452740128
918	0.1452691807
919	0.1452568142
920	0.1452450126
921	0.1452370079
922	0.1452305511
923	0.1452220182
924	0.1452146364
925	0.1452030354
926	0.1451938106
927	0.1451862414
928	0.1451786399
929	0.1451775788
930	0.1451708098
931	0.1451566141
932	0.1451493515
933	0.1451384737
934	0.1451322096
935	0.1451300588
936	0.1451225973
937	0.1451132681
938	0.1451022031
939	0.1450930747
940	0.1450834598
941	0.1450811508
942	0.1450696887
943	0.1450634201
944	0.1450530513
945	0.1450425032
946	0.1450311325
947	0.145025372
948	0.1450135489
949	0.1450015502
950	0.1449943039
951	0.1449907924
952	0.1449859123
953	0.1449757767
954	0.1449644627
955	0.1449560894
956	0.1449480981
957	0.1449413197
958	0.1449393474
959	0.1449273736
960	0.1449195377
961	0.1449106922
962	0.1449028856
963	0.1448965421
964	0.1448906965
965	0.1448861103
966	0.1448783589
967	0.1448656524
968	0.1448564356
969	0.1448495938
970	0.1448426461
971	0.1448348167
972	0.1448222809
973	0.1448194623
974	0.1448070747
975	0.144803546
976	0.1447962012
977	0.1447928588
978	0.1447798709
979	0.1447761373
980	0.1447714543
981	0.1447638693
982	0.1447612448
983	0.1447507393
984	0.1447472569
985	0.1447421785
986	0.144738754
987	0.1447352096
988	0.144731696
989	0.14472311
990	0.1447163515
991	0.1447048576
992	0.1446973769
993	0.1446873253
994	0.144683636
995	0.1446684203
996	0.1446630278
997	0.1446495977
998	0.1446425223
999	0.1446342707
1000	0.1446230672
1001	0.1446109054
1002	0.1446004056
1003	0.1445917399
1004	0.1445854272
1005	0.1445736167
1006	0.1445684109
1007	0.1445581755
1008	0.1445537852
1009	0.1445444107
1010	0.1445398971
1011	0.1445299701
1012	0.1445253305
1013	0.1445184949
1014	0.1445096405
1015	0.1445021387
1016	0.1444970123
1017	0.1444895972
1018	0.144477094
1019	0.1444737418
1020	0.1444667901
1021	0.1444569564
1022	0.1444496636
1023	0.1444407809
1024	0.1444315122
1025	0.1444232997
1026	0.1444231485
1027	0.1444137486
1028	0.1444057563
1029	0.1444015025
1030	0.1443942525
1031	0.1443862981
1032	0.1443741152
1033	0.1443640131
1034	0.1443534448
1035	0.1443480771
1036	0.1443400758
1037	0.1443334292
1038	0.1443240215
1039	0.1443203202
1040	0.1443093207
1041	0.1442998266
1042	0.1442940617
1043	0.1442927268
1044	0.1442884546
1045	0.144283174
1046	0.1442739596
1047	0.1442734099
1048	0.1442620541
1049	0.1442559252
1050	0.1442500099
1051	0.1442463377
1052	0.1442401061
1053	0.1442299838
1054	0.1442231898
1055	0.1442081367
1056	0.1441983462
1057	0.1441917055
1058	0.1441881011
1059	0.1441816812
1060	0.144173493
1061	0.1441646971
1062	0.1441572729
1063	0.144146672
1064	0.1441383486
1065	0.1441328184
1066	0.1441201412
1067	0.1441074478
1068	0.1440996572
1069	0.1440918495
1070	0.14408261
1071	0.1440764024
1072	0.1440735888
1073	0.1440620713
1074	0.1440562662
1075	0.1440477211
1076	0.1440445859
1077	0.1440339568
1078	0.1440217085
1079	0.1440159191
1080	0.1440089441
1081	0.1440021387
1082	0.1439918374
1083	0.1439872134
1084	0.1439757965
1085	0.1439723037
1086	0.1439665438
1087	0.14395689
1088	0.1439525485
1089	0.1439427265
1090	0.1439386235
1091	0.1439327224
1092	0.1439268701
1093	0.1439211726
1094	0.1439125535
1095	0.1439062018
1096	0.1439023921
1097	0.143899865
1098	0.1438925801
1099	0.1438825448
1100	0.1438756546
1101	0.1438695574
1102	0.1438640315
1103	0.1438621485
1104	0.1438618587
1105	0.1438508766
1106	0.1438450772
1107	0.1438447612
1108	0.1438352567
1109	0.1438225078
1110	0.1438109246
1111	0.1437975463
1112	0.1437906906
1113	0.1437855474
1114	0.143774621
1115	0.1437688438
1116	0.1437650061
1117	0.1437570709
1118	0.1437544125
1119	0.1437490434
1120	0.1437443148
1121	0.1437434326
1122	0.1437383657
1123	0.1437304866
1124	0.1437230837
1125	0.1437185349
1126	0.1437138256
1127	0.1437110244
1128	0.1437081072
1129	0.1437029137
1130	0.1437013957
1131	0.1436964526
1132	0.143691283
1133	0.1436840631
1134	0.1436759293
1135	0.1436694536
1136	0.1436670352
1137	0.1436656224
1138	0.1436577002
1139	0.1436501833
1140	0.1436399533
1141	0.1436321506
1142	0.1436209957
1143	0.1436116977
1144	0.1436026531
1145	0.1436020576
1146	0.1435976816
1147	0.1435915213
1148	0.143582294
1149	0.1435729319
1150	0.1435577171
1151	0.1435470407
1152	0.143537499
1153	0.1435309519
1154	0.1435248822
1155	0.1435151147
1156	0.1435117023
1157	0.1434988406
1158	0.1434905485
1159	0.1434831521
1160	0.1434804243
1161	0.1434718595
1162	0.1434668283
1163	0.1434570283
1164	0.1434565747
1165	0.1434485954
1166	0.1434399208
1167	0.1434297395
1168	0.143426311
1169	0.1434227734
1170	0.1434178326
1171	0.1434128812
1172	0.1434063676
1173	0.1433968933
1174	0.1433888176
1175	0.1433854844
1176	0.1433836335
1177	0.1433790634
1178	0.1433704709
1179	0.143364121
1180	0.1433552656
1181	0.1433480029
1182	0.1433425171
1183	0.1433349681
1184	0.1433247039
1185	0.143316464
1186	0.1433017161
1187	0.1432938427
1188	0.1432866234
1189	0.1432856148
1190	0.1432794938
1191	0.1432710736
1192	0.1432635767
1193	0.143257492
1194	0.1432496543
1195	0.1432404128
1196	0.1432341189
1197	0.1432239097
1198	0.143212797
1199	0.1432067107
1200	0.1432035109
1201	0.1431957008
1202	0.1431844544
1203	0.1431797901
1204	0.1431795573
1205	0.1431743339
1206	0.1431654956
1207	0.1431617416
1208	0.143156287
1209	0.1431494086
1210	0.1431392523
1211	0.1431302532
1212	0.1431224744
1213	0.1431143324
1214	0.1431089739
1215	0.1431046566
1216	0.1431041915
1217	0.1431023434
1218	0.1431020958
1219	0.1430917169
1220	0.1430817218
1221	0.1430755987
1222	0.1430682116
1223	0.1430678755
1224	0.1430551507
1225	0.1430476176
1226	0.1430433578
1227	0.1430381466
1228	0.1430351748
1229	0.1430286927
1230	0.1430274827
1231	0.1430210445
1232	0.1430176218
1233	0.1430130816
1234	0.1430052197
1235	0.1429988017
1236	0.1429896727
1237	0.142984317
1238	0.1429715122
1239	0.1429624667
1240	0.1429552075
1241	0.1429458537
1242	0.1429403873
1243	0.1429383939
1244	0.14292921
1245	0.1429237846
1246	0.1429156316
1247	0.1429038182
1248	0.1429030252
1249	0.1428957087
1250	0.1428881804
1251	0.1428824097
1252	0.1428813025
1253	0.1428748773
1254	0.1428716271
1255	0.1428689564
1256	0.1428595106
1257	0.1428528105
1258	0.1428433429
1259	0.1428398825
1260	0.1428387676
1261	0.1428383879
1262	0.1428297291
1263	0.1428240738
1264	0.1428231671
1265	0.1428141968
1266	0.1428050669
1267	0.1427983855
1268	0.1427976947
1269	0.1427943904
1270	0.1427884451
1271	0.1427876429
1272	0.1427852221
1273	0.1427735835
1274	0.1427646773
1275	0.1427637208
1276	0.1427565234
1277	0.1427484207
1278	0.1427350172
1279	0.1427324274
1280	0.1427293195
1281	0.1427236287
1282	0.1427158703
1283	0.1427062536
1284	0.1426963534
1285	0.1426853109
1286	0.1426798828
1287	0.1426721327
1288	0.1426685061
1289	0.1426588936
1290	0.1426505272
1291	0.1426399914
1292	0.1426348098
1293	0.1426322341
1294	0.1426230693
1295	0.1426169493
1296	0.1426083062
1297	0.1426023198
1298	0.1425908838
1299	0.1425899997
1300	0.1425819068
1301	0.142581609
1302	0.1425740971
1303	0.1425621946
1304	0.1425620132
1305	0.1425507003
1306	0.1425424439
1307	0.142535963
1308	0.1425335701
1309	0.1425221228
1310	0.1425150536
1311	0.1425086384
1312	0.1424976605
1313	0.1424894981
1314	0.142479742
1315	0.1424733878
1316	0.1424643902
1317	0.1424596692
1318	0.1424552349
1319	0.142443757
1320	0.1424435053
1321	0.1424432802
1322	0.1424350592
1323	0.1424314141
1324	0.1424252438
1325	0.142418035
1326	0.1424149246
1327	0.1424130768
1328	0.1424113939
1329	0.1424047597
1330	0.1423989704
1331	0.1423971249
1332	0.1423865255
1333	0.1423862938
1334	0.1423776623
1335	0.1423665415
1336	0.1423551519
1337	0.1423483036
1338	0.1423391755
1339	0.1423320228
1340	0.142320611
1341	0.1423160755
1342	0.1423110754
1343	0.1423050513
1344	0.1422952841
1345	0.1422903176
1346	0.1422818909
1347	0.1422736802
1348	0.1422710035
1349	0.1422642671
1350	0.1422548785
1351	0.142243728
1352	0.1422435266
1353	0.1422348201
1354	0.1422320515
1355	0.1422250828
1356	0.1422247922
1357	0.1422153197
1358	0.1422151011
1359	0.1422089484
1360	0.1422079253
1361	0.1422002146
1362	0.1421867442
1363	0.1421776021
1364	0.1421668087
1365	0.1421582676
1366	0.142153173
1367	0.1421439861
1368	0.1421357751
1369	0.1421301551
1370	0.1421298402
1371	0.142128048
1372	0.1421265031
1373	0.142116083
1374	0.1421138493
1375	0.1421115258
1376	0.1420999502
1377	0.1420928645
1378	0.1420827168
1379	0.1420709894
1380	0.1420689933
1381	0.1420680947
1382	0.1420666912
1383	0.1420640543
1384	0.1420527636
1385	0.1420475029
1386	0.1420389531
1387	0.1420309752
1388	0.1420230625
1389	0.142012241
1390	0.1420088332
1391	0.1419992695
1392	0.1419979501
1393	0.1419884021
1394	0.1419793042
1395	0.1419678621
1396	0.141960958
1397	0.1419588017
1398	0.1419585029
1399	0.1419465667
1400	0.1419457639
1401	0.1419421818
1402	0.1419314113
1403	0.1419210337
1404	0.1419141623
1405	0.141904372
1406	0.1418995115
1407	0.1418922152
1408	0.1418859442
1409	0.1418818134
1410	0.1418729045
1411	0.1418680093
1412	0.1418669853
1413	0.1418572395
1414	0.1418566367
1415	0.1418475056
1416	0.1418416883
1417	0.1418334944
1418	0.1418329206
1419	0.141827459
1420	0.1418177608
1421	0.1418140861
1422	0.1418024659
1423	0.1417927255
1424	0.1417819608
1425	0.1417732624
1426	0.141763155
1427	0.1417550623
1428	0.1417458541
1429	0.1417389351
1430	0.1417330362
1431	0.1417249085
1432	0.1417126202
1433	0.1417006181
1434	0.1416910539
1435	0.1416824731
1436	0.1416810323
1437	0.1416744391
1438	0.1416655418
1439	0.1416619544
1440	0.141657102
1441	0.1416529023
1442	0.141650532
1443	0.141649854
1444	0.1416417003
1445	0.1416333026
1446	0.1416252561
1447	0.1416185265
1448	0.1416134047
1449	0.1416120913
1450	0.1416107996
1451	0.1416102484
1452	0.1416086052
1453	0.1416003847
1454	0.1415938265
1455	0.1415847384
1456	0.141584571
1457	0.1415802777
1458	0.1415735968
1459	0.1415638599
1460	0.141557162
1461	0.1415499905
1462	0.1415419904
1463	0.1415327151
1464	0.141521047
1465	0.1415133941
1466	0.1415109228
1467	0.1415061481
1468	0.1415000749
1469	0.1414922864
1470	0.1414840542
1471	0.1414832279
1472	0.1414795773
1473	0.1414729502
1474	0.1414618269
1475	0.1414610196
1476	0.1414585656
1477	0.1414583903
1478	0.1414504651
1479	0.1414503179
1480	0.1414478015
1481	0.1414476486
1482	0.1414474901
1483	0.1414379958
1484	0.1414310659
1485	0.1414309216
1486	0.1414238567
1487	0.1414181552
1488	0.1414064746
1489	0.1414042538
1490	0.1413967032
1491	0.1413959362
1492	0.1413920617
1493	0.1413842136
1494	0.141373474
1495	0.1413704989
1496	0.1413598839
1497	0.1413532627
1498	0.1413467253
1499	0.1413418181
1500	0.1413341998
1501	0.1413332149
1502	0.1413272497
1503	0.1413198893
1504	0.1413134008
1505	0.141310046
1506	0.1413057084
1507	0.1413055702
1508	0.1413053317
1509	0.1413024925
1510	0.1412939585
1511	0.1412860644
